pair_id,resume_text,jd_text,label,match_category,target_role,domain
pair_069,"Implemented computer vision projects using PyTorch, OpenCV, CNNs, ResNet, YOLO, data augmentation, and object detection evaluation. Additional experience includes object detection, ResNet, NumPy, CNNs.","Junior Computer Vision Engineer role in Computer Vision requiring object detection, Python, CNNs, OpenCV, PyTorch, model evaluation, NumPy. Preferred qualifications include deployment, ResNet. Candidate should communicate results clearly, work with Git, and document model behavior.",0.85,strong,Computer Vision Engineer,Computer Vision
pair_070,"Built text classification and sentiment analysis projects using Python, NLTK, spaCy, scikit-learn, and basic transformer models. Some exposure to embeddings, Hugging Face, semantic search.","Junior NLP Engineer role in LLM/NLP requiring NLP, Hugging Face, embeddings, FastAPI, semantic search, transformers. Preferred qualifications include prompt engineering, LangChain. Candidate should communicate results clearly, work with Git, and document model behavior.",0.67,medium,NLP Engineer,LLM/NLP
pair_071,"Created NLP and LLM applications with Hugging Face transformers, sentence-transformers, embeddings, RAG, ChromaDB, FastAPI, and semantic search. Additional experience includes transformers, Python, LangChain, NLP.","Junior NLP Engineer role in LLM/NLP requiring transformers, Python, FastAPI, NLP, embeddings. Preferred qualifications include LangChain, FAISS, ChromaDB. Candidate should communicate results clearly, work with Git, and document model behavior.",0.89,strong,NLP Engineer,LLM/NLP
pair_072,"Used Python, SQL, pandas, and visualization for academic analytics projects with some machine learning exposure. Some exposure to regression, pandas, scikit-learn.","Entry-Level Data Scientist role in Analytics requiring regression, SQL, NumPy, scikit-learn, data visualization, Python, pandas. Preferred qualifications include ETL, XGBoost, experiment design, Git. Candidate should communicate results clearly, work with Git, and document model behavior.",0.74,medium,Data Scientist,Analytics
pair_073,"Completed analytics projects using Python, SQL, regression, Tableau, and basic finance coursework. Some exposure to SQL, time series, forecasting.","Entry-Level Financial Data Scientist role in Finance AI requiring scikit-learn, Python, statistics, time series, SQL, financial data, NLP, forecasting. Preferred qualifications include dashboards, backtesting, risk modeling, news sentiment. Candidate should communicate results clearly, work with Git, and document model behavior.",0.69,medium,Financial Data Scientist,Finance AI
pair_074,"Used Python, SQL, pandas, and visualization for academic analytics projects with some machine learning exposure. Some exposure to A/B testing, regression, NumPy.","Entry-Level Data Scientist role in Analytics requiring regression, NumPy, data visualization, A/B testing, SQL. Preferred qualifications include XGBoost, experiment design, ETL. Candidate should communicate results clearly, work with Git, and document model behavior.",0.65,medium,Data Scientist,Analytics
pair_075,"Built healthcare AI prototype using Python, FastAPI, RAG, FHIR concepts, clinical care gap logic, LLM evaluation, and medical terminology. Additional experience includes Python, clinical data, HIPAA-aware design, medical terminology.","Junior Healthcare AI Engineer role in Healthcare AI requiring HIPAA-aware design, LLMs, Python, FastAPI, clinical data, FHIR. Preferred qualifications include medical terminology, LangGraph. Candidate should communicate results clearly, work with Git, and document model behavior.",0.95,strong,Healthcare AI Engineer,Healthcare AI
pair_076,"Completed deep learning coursework with CNN image classification using TensorFlow and Python notebooks. Some exposure to CNNs, model evaluation, PyTorch.","Junior Computer Vision Engineer role in Computer Vision requiring object detection, model evaluation, NumPy, CNNs, Python, PyTorch, OpenCV, image classification. Preferred qualifications include TensorFlow, deployment. Candidate should communicate results clearly, work with Git, and document model behavior.",0.66,medium,Computer Vision Engineer,Computer Vision
pair_077,"Developed data science projects using Python, SQL, pandas, scikit-learn, regression, classification, A/B testing, statistics, and Tableau dashboards. Additional experience includes NumPy, experiment design, Python, XGBoost.","Entry-Level Data Scientist role in Analytics requiring SQL, scikit-learn, data visualization, regression, NumPy, Python, pandas. Preferred qualifications include Git, XGBoost, Tableau, experiment design. Candidate should communicate results clearly, work with Git, and document model behavior.",0.82,strong,Data Scientist,Analytics
pair_078,"Built text classification and sentiment analysis projects using Python, NLTK, spaCy, scikit-learn, and basic transformer models. Some exposure to semantic search, Hugging Face, text classification.","Junior NLP Engineer role in LLM/NLP requiring NLP, transformers, semantic search, RAG, Python, embeddings, text classification, Hugging Face. Preferred qualifications include sentence-transformers, Docker, ChromaDB. Candidate should communicate results clearly, work with Git, and document model behavior.",0.72,medium,NLP Engineer,LLM/NLP
pair_079,"Software support resume focused on troubleshooting tickets, documentation, and customer communication with limited analytics experience. Strong communication, teamwork, documentation, and problem-solving skills.","Entry-Level Data Scientist role in Analytics requiring pandas, Python, statistics, data visualization, regression, NumPy. Preferred qualifications include experiment design, Git, ETL, Power BI. Candidate should communicate results clearly, work with Git, and document model behavior.",0.23,weak,Data Scientist,Analytics
pair_080,"Developed data science projects using Python, SQL, pandas, scikit-learn, regression, classification, A/B testing, statistics, and Tableau dashboards. Additional experience includes pandas, scikit-learn, Power BI, data visualization.","Entry-Level Data Scientist role in Analytics requiring scikit-learn, data visualization, regression, statistics, pandas. Preferred qualifications include Power BI, experiment design. Candidate should communicate results clearly, work with Git, and document model behavior.",0.86,strong,Data Scientist,Analytics
pair_081,"Built Python ML projects and containerized simple APIs with Docker and GitHub version control. Some exposure to CI/CD, FastAPI, MLflow.","Entry-Level MLOps Engineer role in MLOps requiring model deployment, FastAPI, Python, AWS, MLflow, CI/CD, monitoring. Preferred qualifications include Terraform, ECS. Candidate should communicate results clearly, work with Git, and document model behavior.",0.68,medium,MLOps Engineer,MLOps
pair_082,"Implemented computer vision projects using PyTorch, OpenCV, CNNs, ResNet, YOLO, data augmentation, and object detection evaluation. Additional experience includes TensorFlow, OpenCV, model evaluation, NumPy.","Junior Computer Vision Engineer role in Computer Vision requiring model evaluation, Python, CNNs, NumPy, OpenCV. Preferred qualifications include MONAI, TensorFlow, deployment, data augmentation. Candidate should communicate results clearly, work with Git, and document model behavior.",0.82,strong,Computer Vision Engineer,Computer Vision
pair_083,"Implemented computer vision projects using PyTorch, OpenCV, CNNs, ResNet, YOLO, data augmentation, and object detection evaluation. Additional experience includes NumPy, CNNs, Python, data augmentation.","Junior Computer Vision Engineer role in Computer Vision requiring object detection, Python, CNNs, model evaluation, PyTorch, NumPy, OpenCV, image classification. Preferred qualifications include data augmentation, deployment, ResNet. Candidate should communicate results clearly, work with Git, and document model behavior.",0.89,strong,Computer Vision Engineer,Computer Vision
pair_084,"Academic research resume focused on literature review, presentation writing, and laboratory documentation without deployment experience. Strong communication, teamwork, documentation, and problem-solving skills.","Entry-Level MLOps Engineer role in MLOps requiring FastAPI, GitHub Actions, Docker, Python, AWS, monitoring, CI/CD. Preferred qualifications include ECS, SageMaker. Candidate should communicate results clearly, work with Git, and document model behavior.",0.38,weak,MLOps Engineer,MLOps
pair_085,"Developed data science projects using Python, SQL, pandas, scikit-learn, regression, classification, A/B testing, statistics, and Tableau dashboards. Additional experience includes SQL, Tableau, A/B testing, NumPy.","Entry-Level Data Scientist role in Analytics requiring data visualization, regression, statistics, scikit-learn, A/B testing, pandas, NumPy, SQL. Preferred qualifications include experiment design, Tableau. Candidate should communicate results clearly, work with Git, and document model behavior.",0.86,strong,Data Scientist,Analytics
pair_086,"Built ML projects using Python, scikit-learn, PyTorch, FastAPI, Docker, MLflow, and model evaluation for classification and NLP tasks. Additional experience includes AWS SageMaker, Python, feature engineering, CI/CD.","Entry-Level Machine Learning Engineer role in General AI requiring ML pipelines, Docker, TensorFlow, Python, feature engineering. Preferred qualifications include CI/CD, AWS SageMaker, Hugging Face. Candidate should communicate results clearly, work with Git, and document model behavior.",0.95,strong,Machine Learning Engineer,General AI
pair_087,"Completed data science coursework and projects using Python, pandas, scikit-learn, SQL, and basic model evaluation. Some exposure to Python, Docker, feature engineering.","Entry-Level Machine Learning Engineer role in General AI requiring feature engineering, Docker, ML pipelines, scikit-learn, Python, TensorFlow. Preferred qualifications include CI/CD, AWS SageMaker. Candidate should communicate results clearly, work with Git, and document model behavior.",0.61,medium,Machine Learning Engineer,General AI
pair_088,"Human resources resume with recruiting coordination, onboarding documents, scheduling, and employee records. Strong communication, teamwork, documentation, and problem-solving skills.","Entry-Level AI Application Developer role in GenAI Apps requiring Docker, evaluation, LLMs, RAG, Git, SQL. Preferred qualifications include AWS, Streamlit, ChromaDB, authentication. Candidate should communicate results clearly, work with Git, and document model behavior.",0.25,weak,AI Application Developer,GenAI Apps
pair_089,"Built finance analytics projects using Python, SQL, time-series forecasting, financial news NLP, sentiment features, statistics, and scikit-learn. Additional experience includes Python, time series, dashboards, scikit-learn.","Entry-Level Financial Data Scientist role in Finance AI requiring financial data, Python, NLP, SQL, time series, scikit-learn. Preferred qualifications include dashboards, XGBoost, news sentiment, risk modeling. Candidate should communicate results clearly, work with Git, and document model behavior.",0.93,strong,Financial Data Scientist,Finance AI
pair_090,"Built text classification and sentiment analysis projects using Python, NLTK, spaCy, scikit-learn, and basic transformer models. Some exposure to transformers, semantic search, RAG.","Junior NLP Engineer role in LLM/NLP requiring RAG, semantic search, Python, transformers, text classification. Preferred qualifications include FAISS, ChromaDB. Candidate should communicate results clearly, work with Git, and document model behavior.",0.78,medium,NLP Engineer,LLM/NLP
pair_091,"Created NLP and LLM applications with Hugging Face transformers, sentence-transformers, embeddings, RAG, ChromaDB, FastAPI, and semantic search. Additional experience includes Python, sentence-transformers, prompt engineering, embeddings.","Junior NLP Engineer role in LLM/NLP requiring FastAPI, Python, semantic search, transformers, embeddings. Preferred qualifications include prompt engineering, sentence-transformers. Candidate should communicate results clearly, work with Git, and document model behavior.",0.92,strong,NLP Engineer,LLM/NLP
pair_092,"Built ML projects using Python, scikit-learn, PyTorch, FastAPI, Docker, MLflow, and model evaluation for classification and NLP tasks. Additional experience includes scikit-learn, CI/CD, Airflow, MLflow.","Entry-Level Machine Learning Engineer role in General AI requiring Docker, ML pipelines, model evaluation, feature engineering, TensorFlow, scikit-learn. Preferred qualifications include MLflow, CI/CD, Airflow, AWS SageMaker. Candidate should communicate results clearly, work with Git, and document model behavior.",0.86,strong,Machine Learning Engineer,General AI
pair_093,"Completed analytics projects using Python, SQL, regression, Tableau, and basic finance coursework. Some exposure to financial data, time series, statistics.","Entry-Level Financial Data Scientist role in Finance AI requiring time series, statistics, SQL, NLP, financial data, forecasting, Python, scikit-learn. Preferred qualifications include backtesting, PyTorch, dashboards. Candidate should communicate results clearly, work with Git, and document model behavior.",0.61,medium,Financial Data Scientist,Finance AI
pair_094,"Finance operations resume with reconciliations, Excel formulas, client reports, and no NLP or machine learning projects. Strong communication, teamwork, documentation, and problem-solving skills.","Junior NLP Engineer role in LLM/NLP requiring Hugging Face, text classification, transformers, Python, FastAPI. Preferred qualifications include sentence-transformers, prompt engineering. Candidate should communicate results clearly, work with Git, and document model behavior.",0.26,weak,NLP Engineer,LLM/NLP
pair_095,"Graphic design resume with Adobe tools, branding projects, social media assets, and client communication. Strong communication, teamwork, documentation, and problem-solving skills.","Entry-Level Financial Data Scientist role in Finance AI requiring forecasting, Python, time series, statistics, financial data, NLP, scikit-learn. Preferred qualifications include risk modeling, XGBoost. Candidate should communicate results clearly, work with Git, and document model behavior.",0.36,weak,Financial Data Scientist,Finance AI
pair_096,"Built text classification and sentiment analysis projects using Python, NLTK, spaCy, scikit-learn, and basic transformer models. Some exposure to transformers, text classification, semantic search.","Junior NLP Engineer role in LLM/NLP requiring text classification, Python, FastAPI, RAG, transformers, NLP, semantic search, Hugging Face. Preferred qualifications include ChromaDB, FAISS. Candidate should communicate results clearly, work with Git, and document model behavior.",0.6,medium,NLP Engineer,LLM/NLP
pair_097,"Developed GenAI applications with Python, FastAPI, Streamlit, RAG, ChromaDB, Hugging Face models, Docker, APIs, and evaluation. Additional experience includes APIs, Streamlit, LLMs, Docker.","Entry-Level AI Application Developer role in GenAI Apps requiring evaluation, Python, Docker, APIs, SQL, FastAPI, LLMs, Git. Preferred qualifications include Hugging Face, Streamlit, ChromaDB. Candidate should communicate results clearly, work with Git, and document model behavior.",0.91,strong,AI Application Developer,GenAI Apps
pair_098,"Used Python, SQL, pandas, and visualization for academic analytics projects with some machine learning exposure. Some exposure to regression, SQL, NumPy.","Entry-Level Data Scientist role in Analytics requiring SQL, Python, NumPy, A/B testing, data visualization, statistics, regression. Preferred qualifications include Git, Tableau, XGBoost. Candidate should communicate results clearly, work with Git, and document model behavior.",0.61,medium,Data Scientist,Analytics
pair_099,"Used Python, SQL, pandas, and visualization for academic analytics projects with some machine learning exposure. Some exposure to statistics, Python, pandas.","Entry-Level Data Scientist role in Analytics requiring pandas, Python, regression, scikit-learn, A/B testing, SQL, statistics. Preferred qualifications include Git, experiment design, Power BI. Candidate should communicate results clearly, work with Git, and document model behavior.",0.71,medium,Data Scientist,Analytics
pair_100,"Developed GenAI applications with Python, FastAPI, Streamlit, RAG, ChromaDB, Hugging Face models, Docker, APIs, and evaluation. Additional experience includes LLMs, Docker, Git, Hugging Face.","Entry-Level AI Application Developer role in GenAI Apps requiring Python, RAG, evaluation, LLMs, Docker, Git. Preferred qualifications include Hugging Face, ChromaDB, Streamlit, AWS. Candidate should communicate results clearly, work with Git, and document model behavior.",0.93,strong,AI Application Developer,GenAI Apps
pair_101,"Implemented computer vision projects using PyTorch, OpenCV, CNNs, ResNet, YOLO, data augmentation, and object detection evaluation. Additional experience includes MONAI, image classification, CNNs, PyTorch.","Junior Computer Vision Engineer role in Computer Vision requiring model evaluation, CNNs, object detection, NumPy, image classification, PyTorch, Python. Preferred qualifications include deployment, MONAI, data augmentation. Candidate should communicate results clearly, work with Git, and document model behavior.",0.88,strong,Computer Vision Engineer,Computer Vision
pair_102,"Completed analytics projects using Python, SQL, regression, Tableau, and basic finance coursework. Some exposure to time series, financial data, Python.","Entry-Level Financial Data Scientist role in Finance AI requiring NLP, time series, Python, financial data, statistics, forecasting. Preferred qualifications include risk modeling, XGBoost, backtesting. Candidate should communicate results clearly, work with Git, and document model behavior.",0.65,medium,Financial Data Scientist,Finance AI
pair_103,"Completed deep learning coursework with CNN image classification using TensorFlow and Python notebooks. Some exposure to image classification, object detection, OpenCV.","Junior Computer Vision Engineer role in Computer Vision requiring image classification, object detection, Python, model evaluation, CNNs, PyTorch, NumPy, OpenCV. Preferred qualifications include TensorFlow, MONAI. Candidate should communicate results clearly, work with Git, and document model behavior.",0.6,medium,Computer Vision Engineer,Computer Vision
pair_104,"Implemented computer vision projects using PyTorch, OpenCV, CNNs, ResNet, YOLO, data augmentation, and object detection evaluation. Additional experience includes YOLO, NumPy, CNNs, ResNet.","Junior Computer Vision Engineer role in Computer Vision requiring OpenCV, object detection, CNNs, NumPy, image classification. Preferred qualifications include YOLO, TensorFlow, ResNet. Candidate should communicate results clearly, work with Git, and document model behavior.",0.85,strong,Computer Vision Engineer,Computer Vision
pair_105,"Developed data science projects using Python, SQL, pandas, scikit-learn, regression, classification, A/B testing, statistics, and Tableau dashboards. Additional experience includes Power BI, Python, A/B testing, Git.","Entry-Level Data Scientist role in Analytics requiring data visualization, A/B testing, scikit-learn, Python, pandas, regression. Preferred qualifications include experiment design, Power BI, XGBoost, Git. Candidate should communicate results clearly, work with Git, and document model behavior.",0.94,strong,Data Scientist,Analytics
pair_106,"Developed GenAI applications with Python, FastAPI, Streamlit, RAG, ChromaDB, Hugging Face models, Docker, APIs, and evaluation. Additional experience includes LLMs, Docker, Hugging Face, Git.","Entry-Level AI Application Developer role in GenAI Apps requiring FastAPI, Docker, Git, LLMs, Python, SQL, evaluation, APIs. Preferred qualifications include authentication, LangChain, ChromaDB, Hugging Face. Candidate should communicate results clearly, work with Git, and document model behavior.",0.85,strong,AI Application Developer,GenAI Apps
pair_107,"Developed GenAI applications with Python, FastAPI, Streamlit, RAG, ChromaDB, Hugging Face models, Docker, APIs, and evaluation. Additional experience includes AWS, LLMs, APIs, evaluation.","Entry-Level AI Application Developer role in GenAI Apps requiring Git, LLMs, APIs, Python, Docker, evaluation, FastAPI. Preferred qualifications include authentication, Hugging Face, AWS, LangChain. Candidate should communicate results clearly, work with Git, and document model behavior.",0.91,strong,AI Application Developer,GenAI Apps
pair_108,"Built full-stack class projects using Python APIs, SQL, Git, and basic machine learning models. Some exposure to SQL, Python, evaluation.","Entry-Level AI Application Developer role in GenAI Apps requiring LLMs, evaluation, SQL, FastAPI, RAG, Python, APIs. Preferred qualifications include LangChain, ChromaDB, authentication, Streamlit. Candidate should communicate results clearly, work with Git, and document model behavior.",0.63,medium,AI Application Developer,GenAI Apps
pair_109,"Retail management resume with scheduling, inventory, team leadership, and customer service experience. Strong communication, teamwork, documentation, and problem-solving skills.","Junior Healthcare AI Engineer role in Healthcare AI requiring FHIR, HL7, LLMs, clinical data, RAG, Python, HIPAA-aware design. Preferred qualifications include FHIR resources, care gaps, medical terminology, EHR integration. Candidate should communicate results clearly, work with Git, and document model behavior.",0.35,weak,Healthcare AI Engineer,Healthcare AI
pair_110,"Data analyst resume focused on SQL reporting, Excel dashboards, and business KPIs with no image modeling work. Strong communication, teamwork, documentation, and problem-solving skills.","Junior Computer Vision Engineer role in Computer Vision requiring Python, NumPy, model evaluation, image classification, OpenCV. Preferred qualifications include ResNet, TensorFlow, MONAI, data augmentation. Candidate should communicate results clearly, work with Git, and document model behavior.",0.34,weak,Computer Vision Engineer,Computer Vision
pair_111,"Human resources resume with recruiting coordination, onboarding documents, scheduling, and employee records. Strong communication, teamwork, documentation, and problem-solving skills.","Entry-Level AI Application Developer role in GenAI Apps requiring APIs, Git, FastAPI, Docker, RAG, LLMs, SQL. Preferred qualifications include authentication, Streamlit. Candidate should communicate results clearly, work with Git, and document model behavior.",0.2,weak,AI Application Developer,GenAI Apps
pair_112,"Completed analytics projects using Python, SQL, regression, Tableau, and basic finance coursework. Some exposure to statistics, forecasting, financial data.","Entry-Level Financial Data Scientist role in Finance AI requiring financial data, NLP, SQL, time series, statistics, forecasting. Preferred qualifications include XGBoost, news sentiment, risk modeling. Candidate should communicate results clearly, work with Git, and document model behavior.",0.62,medium,Financial Data Scientist,Finance AI
pair_113,"Developed GenAI applications with Python, FastAPI, Streamlit, RAG, ChromaDB, Hugging Face models, Docker, APIs, and evaluation. Additional experience includes ChromaDB, evaluation, SQL, APIs.","Entry-Level AI Application Developer role in GenAI Apps requiring RAG, LLMs, Python, SQL, Git, evaluation, APIs, FastAPI. Preferred qualifications include LangChain, ChromaDB. Candidate should communicate results clearly, work with Git, and document model behavior.",0.84,strong,AI Application Developer,GenAI Apps
pair_114,"Built full-stack class projects using Python APIs, SQL, Git, and basic machine learning models. Some exposure to Git, SQL, evaluation.","Entry-Level AI Application Developer role in GenAI Apps requiring Git, Python, evaluation, RAG, APIs, Docker, SQL. Preferred qualifications include AWS, ChromaDB. Candidate should communicate results clearly, work with Git, and document model behavior.",0.66,medium,AI Application Developer,GenAI Apps
pair_115,"Developed GenAI applications with Python, FastAPI, Streamlit, RAG, ChromaDB, Hugging Face models, Docker, APIs, and evaluation. Additional experience includes FastAPI, Docker, Streamlit, SQL.","Entry-Level AI Application Developer role in GenAI Apps requiring FastAPI, SQL, evaluation, LLMs, Docker. Preferred qualifications include ChromaDB, Streamlit, Hugging Face. Candidate should communicate results clearly, work with Git, and document model behavior.",0.87,strong,AI Application Developer,GenAI Apps
pair_116,"Built healthcare AI prototype using Python, FastAPI, RAG, FHIR concepts, clinical care gap logic, LLM evaluation, and medical terminology. Additional experience includes FastAPI, HIPAA-aware design, LangGraph, FHIR.","Junior Healthcare AI Engineer role in Healthcare AI requiring evaluation, HL7, FastAPI, HIPAA-aware design, clinical data, Python, FHIR, RAG. Preferred qualifications include LangGraph, medical terminology, care gaps. Candidate should communicate results clearly, work with Git, and document model behavior.",0.89,strong,Healthcare AI Engineer,Healthcare AI
pair_117,"Built ML projects using Python, scikit-learn, PyTorch, FastAPI, Docker, MLflow, and model evaluation for classification and NLP tasks. Additional experience includes feature engineering, Airflow, model evaluation, CI/CD.","Entry-Level Machine Learning Engineer role in General AI requiring Docker, FastAPI, scikit-learn, ML pipelines, feature engineering, model evaluation, TensorFlow. Preferred qualifications include CI/CD, MLflow, Airflow, SQL. Candidate should communicate results clearly, work with Git, and document model behavior.",0.92,strong,Machine Learning Engineer,General AI
pair_118,"Completed healthcare analytics coursework using Python, SQL, dashboards, and some clinical data exploration. Some exposure to FHIR, evaluation, HIPAA-aware design.","Junior Healthcare AI Engineer role in Healthcare AI requiring clinical data, evaluation, HIPAA-aware design, Python, FHIR. Preferred qualifications include LangGraph, EHR integration, semantic search, FHIR resources. Candidate should communicate results clearly, work with Git, and document model behavior.",0.56,medium,Healthcare AI Engineer,Healthcare AI
pair_119,"Developed GenAI applications with Python, FastAPI, Streamlit, RAG, ChromaDB, Hugging Face models, Docker, APIs, and evaluation. Additional experience includes APIs, Docker, Hugging Face, Git.","Entry-Level AI Application Developer role in GenAI Apps requiring LLMs, RAG, Python, APIs, SQL, FastAPI, Docker, Git. Preferred qualifications include Hugging Face, LangChain, authentication. Candidate should communicate results clearly, work with Git, and document model behavior.",0.94,strong,AI Application Developer,GenAI Apps
pair_120,"Completed data science coursework and projects using Python, pandas, scikit-learn, SQL, and basic model evaluation. Some exposure to ML pipelines, Docker, model evaluation.","Entry-Level Machine Learning Engineer role in General AI requiring FastAPI, feature engineering, Docker, TensorFlow, ML pipelines, model evaluation. Preferred qualifications include MLflow, Airflow, CI/CD. Candidate should communicate results clearly, work with Git, and document model behavior.",0.69,medium,Machine Learning Engineer,General AI
pair_121,"Academic research resume focused on literature review, presentation writing, and laboratory documentation without deployment experience. Strong communication, teamwork, documentation, and problem-solving skills.","Entry-Level MLOps Engineer role in MLOps requiring CI/CD, model deployment, Docker, GitHub Actions, FastAPI, AWS, monitoring. Preferred qualifications include Terraform, Airflow, CloudWatch, SageMaker. Candidate should communicate results clearly, work with Git, and document model behavior.",0.32,weak,MLOps Engineer,MLOps
pair_122,"Built healthcare AI prototype using Python, FastAPI, RAG, FHIR concepts, clinical care gap logic, LLM evaluation, and medical terminology. Additional experience includes LLMs, medical terminology, semantic search, RAG.","Junior Healthcare AI Engineer role in Healthcare AI requiring FastAPI, clinical data, evaluation, LLMs, RAG, Python, HIPAA-aware design, FHIR. Preferred qualifications include semantic search, LangGraph, medical terminology. Candidate should communicate results clearly, work with Git, and document model behavior.",0.95,strong,Healthcare AI Engineer,Healthcare AI
pair_123,"Built healthcare AI prototype using Python, FastAPI, RAG, FHIR concepts, clinical care gap logic, LLM evaluation, and medical terminology. Additional experience includes FastAPI, semantic search, HL7, FHIR.","Junior Healthcare AI Engineer role in Healthcare AI requiring FHIR, Python, clinical data, HL7, LLMs, FastAPI. Preferred qualifications include EHR integration, semantic search. Candidate should communicate results clearly, work with Git, and document model behavior.",0.92,strong,Healthcare AI Engineer,Healthcare AI
pair_124,"Created NLP and LLM applications with Hugging Face transformers, sentence-transformers, embeddings, RAG, ChromaDB, FastAPI, and semantic search. Additional experience includes semantic search, RAG, text classification, prompt engineering.","Junior NLP Engineer role in LLM/NLP requiring RAG, text classification, Hugging Face, semantic search, NLP, transformers. Preferred qualifications include ChromaDB, LangChain, prompt engineering. Candidate should communicate results clearly, work with Git, and document model behavior.",0.94,strong,NLP Engineer,LLM/NLP
pair_125,"Finance operations resume with reconciliations, Excel formulas, client reports, and no NLP or machine learning projects. Strong communication, teamwork, documentation, and problem-solving skills.","Junior NLP Engineer role in LLM/NLP requiring RAG, text classification, NLP, semantic search, transformers. Preferred qualifications include LangChain, ChromaDB. Candidate should communicate results clearly, work with Git, and document model behavior.",0.32,weak,NLP Engineer,LLM/NLP
pair_126,"Software support resume focused on troubleshooting tickets, documentation, and customer communication with limited analytics experience. Strong communication, teamwork, documentation, and problem-solving skills.","Entry-Level Data Scientist role in Analytics requiring scikit-learn, data visualization, statistics, regression, A/B testing, NumPy, Python. Preferred qualifications include experiment design, XGBoost, Power BI, Tableau. Candidate should communicate results clearly, work with Git, and document model behavior.",0.25,weak,Data Scientist,Analytics
pair_127,"Built full-stack class projects using Python APIs, SQL, Git, and basic machine learning models. Some exposure to LLMs, APIs, SQL.","Entry-Level AI Application Developer role in GenAI Apps requiring Python, Docker, SQL, LLMs, APIs, FastAPI. Preferred qualifications include AWS, Hugging Face. Candidate should communicate results clearly, work with Git, and document model behavior.",0.57,medium,AI Application Developer,GenAI Apps
pair_128,"Developed data science projects using Python, SQL, pandas, scikit-learn, regression, classification, A/B testing, statistics, and Tableau dashboards. Additional experience includes NumPy, SQL, pandas, XGBoost.","Entry-Level Data Scientist role in Analytics requiring data visualization, statistics, SQL, Python, pandas, NumPy. Preferred qualifications include experiment design, XGBoost. Candidate should communicate results clearly, work with Git, and document model behavior.",0.82,strong,Data Scientist,Analytics
pair_129,"Completed deep learning coursework with CNN image classification using TensorFlow and Python notebooks. Some exposure to OpenCV, model evaluation, NumPy.","Junior Computer Vision Engineer role in Computer Vision requiring PyTorch, CNNs, OpenCV, NumPy, model evaluation. Preferred qualifications include TensorFlow, data augmentation, YOLO, deployment. Candidate should communicate results clearly, work with Git, and document model behavior.",0.6,medium,Computer Vision Engineer,Computer Vision
pair_130,"Built text classification and sentiment analysis projects using Python, NLTK, spaCy, scikit-learn, and basic transformer models. Some exposure to RAG, semantic search, Hugging Face.","Junior NLP Engineer role in LLM/NLP requiring semantic search, RAG, FastAPI, embeddings, Hugging Face, NLP, Python, transformers. Preferred qualifications include sentence-transformers, prompt engineering, ChromaDB, LangChain. Candidate should communicate results clearly, work with Git, and document model behavior.",0.76,medium,NLP Engineer,LLM/NLP
pair_131,"Built Python ML projects and containerized simple APIs with Docker and GitHub version control. Some exposure to MLflow, model deployment, GitHub Actions.","Entry-Level MLOps Engineer role in MLOps requiring GitHub Actions, FastAPI, AWS, model deployment, MLflow, Python. Preferred qualifications include SageMaker, ECS, Terraform, Kubernetes. Candidate should communicate results clearly, work with Git, and document model behavior.",0.65,medium,MLOps Engineer,MLOps
pair_132,"Completed analytics projects using Python, SQL, regression, Tableau, and basic finance coursework. Some exposure to scikit-learn, Python, financial data.","Entry-Level Financial Data Scientist role in Finance AI requiring scikit-learn, financial data, time series, Python, forecasting. Preferred qualifications include PyTorch, news sentiment, dashboards. Candidate should communicate results clearly, work with Git, and document model behavior.",0.71,medium,Financial Data Scientist,Finance AI
pair_133,"Business student resume with Excel reporting, customer service, sales operations, and basic data entry experience. Strong communication, teamwork, documentation, and problem-solving skills.","Entry-Level Machine Learning Engineer role in General AI requiring Docker, Python, PyTorch, TensorFlow, scikit-learn. Preferred qualifications include SQL, Airflow. Candidate should communicate results clearly, work with Git, and document model behavior.",0.26,weak,Machine Learning Engineer,General AI
pair_134,"Completed analytics projects using Python, SQL, regression, Tableau, and basic finance coursework. Some exposure to financial data, time series, Python.","Entry-Level Financial Data Scientist role in Finance AI requiring statistics, Python, financial data, NLP, SQL, time series, forecasting, scikit-learn. Preferred qualifications include backtesting, XGBoost. Candidate should communicate results clearly, work with Git, and document model behavior.",0.74,medium,Financial Data Scientist,Finance AI
pair_135,"Business student resume with Excel reporting, customer service, sales operations, and basic data entry experience. Strong communication, teamwork, documentation, and problem-solving skills.","Entry-Level Machine Learning Engineer role in General AI requiring FastAPI, model evaluation, ML pipelines, TensorFlow, scikit-learn, Docker, feature engineering, PyTorch. Preferred qualifications include CI/CD, MLflow. Candidate should communicate results clearly, work with Git, and document model behavior.",0.43,weak,Machine Learning Engineer,General AI
pair_136,"Developed data science projects using Python, SQL, pandas, scikit-learn, regression, classification, A/B testing, statistics, and Tableau dashboards. Additional experience includes A/B testing, data visualization, regression, statistics.","Entry-Level Data Scientist role in Analytics requiring Python, NumPy, SQL, regression, statistics, scikit-learn, A/B testing, data visualization. Preferred qualifications include Git, Tableau. Candidate should communicate results clearly, work with Git, and document model behavior.",0.85,strong,Data Scientist,Analytics
